0,1,2,3,4,5,6,7,8,9,SourceFile,TableIndex,10,11,12
24,Rubino,DAR,"178,40","4 .815.083,00","172,52","776.715,00",67.568,,,_Situazione_volumi_invasati_AdB_Sicilia_14_Ott_2024_0.pdf,0,,,
25,San Giovanni,DAR,"305,55","15.900.000,00","296,44","4.005.000,00","143.300,00",,,_Situazione_volumi_invasati_AdB_Sicilia_14_Ott_2024_0.pdf,0,,,
26,Santa Rosalia,DAR,"378,50","21.080.000,00","365,20","8.206.447,00","2.280.891,00",,,_Situazione_volumi_invasati_AdB_Sicilia_14_Ott_2024_0.pdf,0,,,
27,Scanzano,DAR,"517,00","7 .312.775,00","511,72","3.448.152,00","2.291.410,00",,,_Situazione_volumi_invasati_AdB_Sicilia_14_Ott_2024_0.pdf,0,,,
28,Sciaguana,DAR,"255,50","7 .129.806,00","251,10","3.720.461,00","2.475.440,00",,,_Situazione_volumi_invasati_AdB_Sicilia_14_Ott_2024_0.pdf,0,,,
29,Trinità,DAR,"62,00","3 .763.827,00","59,73","1.277.531,00","349.979,00",,,_Situazione_volumi_invasati_AdB_Sicilia_14_Ott_2024_0.pdf,0,,,
30,Zaffarana,DAR,"82,60","366.039,00","79,42","6.772,00",0,,,_Situazione_volumi_invasati_AdB_Sicilia_14_Ott_2024_0.pdf,0,,,
,,,Totale,"701.612.501,00",,"177.157.967,31","52.492.668,97",,,_Situazione_volumi_invasati_AdB_Sicilia_14_Ott_2024_0.pdf,0,,,
Invaso,"erotseG
etnE","].m.l.s
m[
atazzirotua
atouQ","]cm[
otazzirotua
emuloV","].m.l.sm[
atouQ","]cm[
emuloV","]cm[
irotazzilitu
rep
otten
elitu
emuloV",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
,,,,29/04/2024,,,,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Ancipa,ENEL,,"30.410.000,00","928,93","7 .982.614,00","4.182.614,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Arancio,DAR,"176,50","21.912.095,00","174,44","16.704.055,00","13.500.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Castello,DAR,"292,65","19.493.500,00","283,30","9 .088.000,00","2.315.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Cimia,DAR,"135,00","3.060.000,00","130,50","910.000,00","190.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Comunelli,DAR,"84,00",0,"85,89","14.991,00",0,,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Disueri,DAR,"150,00","246.331,00","150,04","267.380,00","79.691,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Dirillo/Ragoleto,ENI,"326,00","17.160.198,00","317,69","9 .640.511,00","6.140.223,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Don Sturzo/Ogliastro,CB orientale,"210,00","100.000.000,00","192,35","23.143.500,00",643.500,,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Fanaco,Siciliacque,,"20.700.000,00","653,80","1 .189.400,00","1.189.400,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Furore,DAR,"180,00","3.919.800,00","176,09","2 .663.831,00","622.232,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Gammauta,ENEL,,"2.000.000,00","497,67","233.732,00","233.732,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Garcia,CB occidentale,"190,00","61.000.000,00","180,00","25.600.000,00","19.600.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Gorgo,DAR,"66,50","1.308.000,00","65,40","893.200,00","388.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Lentini,DAR,"28,00","100.000.000,00","25,44","76.292.000,00","44.982.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Nicoletti,DAR,"381,00","14.100.000,00","368,90","1 .674.525,00","334.978,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Olivo,DAR,"439,00","7.010.000,00","434,72","2 .466.889,00","445.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Paceco,DAR,"41,00","5.633.191,00","39,37","3 .925.530,00","1.900.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Piana,ENEL,,"25.000.000,00","603,13","11.499.891,00","11.499.891,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Piano del Leone,Siciliacque,,"4.150.000,00","821,54","1 .462.000,00",131.000,,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Poma,DAR,"195,60","72.300.000,00","186,32","37.930.000,00","24.998.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Pozzillo,ENEL,"356,50","56.000.000,00","345,35","5 .869.818,00",869.818,,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Prizzi,ENEL,,"9.250.000,00","630,53","3 .056.055,00","1.556.055,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Rosamarina,DAR,"164,00","73.034.250,00","144,24","19.938.800,00","8.938.800,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Rubino,DAR,"178,40","4.815.083,00","176,16","2 .881.683,00","1.720.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
San Giovanni,DAR,"305,55","15.900.000,00","301,29","8 .870.500,00","5.000.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Santa Rosalia,DAR,"378,50","20.000.000,00","371,27","12.428.920,00","7.106.955,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Scanzano,DAR,"517,00","8.343.000,00","512,80","5 .042.600,00","2.055.600,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Sciaguana,DAR,"255,50","6.778.928,00","251,52","4 .006.726,00","2.000.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Trinità,DAR,"62,00","3.764.000,00","62,03","3 .797.712,00","1.997.712,00",,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Zaffarana,DAR,"82,60","900.000,00","80,21","31.196,00",0,,,,Situazione_volumi_invasati_AdB_Sicilia_29_Apr_2024.pdf,0,,,
Invaso,,"erotseG
etnE","].m.l.s
m[
atazzirotua
atouQ","]cm[
otazzirotua
emuloV","].m.l.s
m[
atouQ","]cm[
emuloV","]cm[
irotazzilitu
rep
otten
elitu
emuloV",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
,,,,,18/11/2024,,,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
1,Ancipa,ENEL,,"30.410.000,00","900,90","495.641,69",,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
2,Arancio,DAR,"176,50","21.912.095,00","166,09","3.045.250,00","962.411,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
3,Castello,DAR,"292,65","19.493.500,00","272,62","4.315.200,00","748.583,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
4,Cimia,DAR,"135,00","3 .060.000,00","130,78","1.022.000,00",302.000,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
5,Comunelli,DAR,"84,00",0,"86,22",144.416,144.416,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
6,Disueri,DAR,"150,00","246.331,00","150,07",290.787,190.787,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
7,Don Sturzo / Ogliastro,CB orientale,"210,00","100.000.000,00","192,27","22.878.200,00",378.200,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
8,Fanaco,Siciliacque,,"20.700.000,00","649,00",0,,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
9,Furore,DAR,"180,00","2 .130.221,00","174,00","793.661,00","340.917,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
10,Gammauta,ENEL,,"2 .000.000,00","496,91","149.083,72","149.083,72",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
11,Garcia / M. Francese,CB occidentale,"190,00","61.000.000,00","173,70","10.990.000,00","4.990.000,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
12,Gorgo,DAR,"66,50","1 .308.000,00","63,85","405.000,00",0,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
13,Lentini,DAR,"28,00","100.000.000,00","23,11","55.385.000,00","14.371.000,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
14,Nicoletti,DAR,"381,00","11.557.067,00","370,13","2.328.897,00","1.298.897,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
15,Olivo,DAR,"439,00","4 .900.118,00","433,97","2.130.829,00","954.551,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
16,Paceco,DAR,"41,00","5 .633.191,00","36,92","2.043.339,00","468.392,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
17,Piana degli Albanesi,ENEL,,"25.000.000,00","599,23","5.486.556,09","3.486.556,09",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
18,Piano del Leone,Siciliacque,,"4 .150.000,00",-,0,0,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
19,Poma,DAR,"195,60","72.300.000,00","177,97","17.430.000,00","8.630.000,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
20,Pozzillo,ENEL,"356,50","56.000.000,00","345,04","4.571.247,80",1.071.248,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
21,Prizzi,ENEL,,"9 .250.000,00","627,43","1.774.046,28","274.046,28",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
22,Ragoleto / Dirillo,ENI,"326,00","17.160.198,00","308,65","3.909.691,00","409.403,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
23,Rosamarina,DAR,"164,00","73.034.250,00","138,71","11.670.611,00","2.562.286,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
24,Rubino,DAR,"178,40","4 .815.083,00","172,59","807.927,00",213.780,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
25,San Giovanni,DAR,"305,55","15.900.000,00","297,26","4.646.720,00","785.020,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
26,Santa Rosalia,DAR,"378,50","21.080.000,00","364,71","7.869.970,00","2.713.914,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
27,Scanzano,DAR,"517,00","7 .312.775,00","511,37","3.246.687,00","2.180.945,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
28,Sciaguana,DAR,"255,50","7 .129.806,00","252,07","4.386.437,00","3.239.760,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
29,Trinità,DAR,"62,00","3 .763.827,00","60,36","1.820.348,00","1.038.643,00",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
30,Zaffarana,DAR,"82,60","366.039,00","79,56","10.206,00",0,,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
,,,Totale,"701.612.501,00",,"174.047.751,58","51.904.838,89",,,_Situazione_volumi_invasati_AdB_Sicilia_18_Nov_2024.pdf,0,,,
Invaso,"erotseG
etnE","].m.l.s
m[
atazzirotua
atouQ","]cm[
otazzirotua
emuloV","].m.l.sm[
atouQ","]cm[
emuloV","]cm[
irotazzilitu
rep
otten
elitu
emuloV",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
,,,,22-gen-24,,,,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Ancipa,ENEL,,"30.410.000,00","930,00","8.647.405,00","4.847.405,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Arancio,DAR,"176,50","21.912.095,00","173,79","15.234.415,00","12.500.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Castello,DAR,"292,65","19.493.500,00","282,08","8.060.400,00","1.200.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Cimia,DAR,"135,00","3 .060.000,00","130,06","742.800,00",0,,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Comunelli,DAR,"84,00",,"85,85",,0,,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Disueri,DAR,"150,00","246.331,00","150,90","850.724,00","663.035,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Dirillo/Ragoleto,ENI,"326,00","17.160.198,00","318,40","10.200.895,00","6.700.607,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Don Sturzo/Ogliastro,CB orientale,"210,00","100.000.000,00","192,18","22.630.000,00",0,,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Fanaco,Siciliacque,,"20.700.000,00","657,40","2.406.000,00","2.406.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Furore,DAR,"180,00","3 .919.800,00","173,36","1.957.558,00",0,,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Gammauta,ENEL,,"2 .000.000,00","495,80","144.323,00","1 44.323,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Garcia,CB occidentale,"190,00","61.000.000,00","179,18","23.140.000,00","17.140.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Gorgo,DAR,"66,50","1 .308.000,00","65,58","958.000,00","4 40.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Lentini,DAR,"28,00","100.000.000,00","25,99","81.277.600,00","50.100.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Nicoletti,DAR,"381,00","14.100.000,00","368,77","1.609.675,00","2 70.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Olivo,DAR,"439,00","7 .010.000,00","434,60","2.408.999,00","1 28.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Paceco,DAR,"41,00","5 .633.191,00","39,49","4.035.791,00","2.100.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Piana,ENEL,,"25.000.000,00","603,34","11.901.819,00","11.901.819,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Piano del Leone,Siciliacque,,"4 .150.000,00","821,26","1.378.000,00",47.000,,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Poma,DAR,"195,60","72.300.000,00","185,46","35.515.000,00","22.583.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Pozzillo,ENEL,"356,50","56.000.000,00","344,49","3.922.631,00",0,,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Prizzi,ENEL,,"9 .250.000,00","627,84","1.921.266,00","4 21.266,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Rosamarina,DAR,"164,00","73.034.250,00","145,75","22.546.500,00","15.000.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Rubino,DAR,"178,40","4 .815.083,00","175,52","2.419.393,00","1.250.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
San Giovanni,DAR,"305,55","15.900.000,00","301,68","9.358.000,00","5.600.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Santa Rosalia,DAR,"378,50","20.000.000,00","373,05","14.089.425,00","8.767.460,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Scanzano,DAR,"517,00","8 .343.000,00","511,12","3.993.000,00","7 40.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Sciaguana,DAR,"255,50","6 .778.928,00","251,54","4.020.554,00",2.000.000,,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Trinità,DAR,"62,00","3 .764.000,00","61,25","2.963.094,00","1.163.094,00",,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Zaffarana,DAR,"82,60","900.000,00","80,38","41.578,00",0,,,,Situazione_volumi_invasati_AdB_Sicilia_22_Gen_2024.pdf,0,,,
Invaso,"erotseG
etnE","].m.l.s
m[
atazzirotua
atouQ","]cm[
otazzirotua
emuloV","].m.l.sm[
atouQ","]cm[
emuloV","]cm[
irotazzilitu
rep
otten
elitu
emuloV",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
,,,,01/04/2024,,,,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Ancipa,ENEL,,"30.410.000,00","930,38","8.892.232,00","5.092.232,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Arancio,DAR,"176,50","21.912.095,00","174,43","16.680.906,00","13.500.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Castello,DAR,"292,65","19.493.500,00","283,36","9.140.800,00","2.370.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Cimia,DAR,"135,00","3 .060.000,00","130,33","845.400,00","125.400,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Comunelli,DAR,"84,00",0,"86,20","136.289,00",0,,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Disueri,DAR,"150,00","246.331,00","150,21","376.630,00","188.941,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Dirillo/Ragoleto,ENI,"326,00","17.160.198,00","317,69","9.640.511,00","6.140.223,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Don Sturzo/Ogliastro,CB orientale,"210,00","100.000.000,00","192,35","23.143.500,00",643.500,,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Fanaco,Siciliacque,,"20.700.000,00","654,80","1.515.000,00","1.515.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Furore,DAR,"180,00","3 .919.800,00","177,56","3.100.377,00","1.100.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Gammauta,ENEL,,"2 .000.000,00","496,19","85.998,00","85.998,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Garcia,CB occidentale,"190,00","61.000.000,00","180,32","26.720.000,00","20.720.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Gorgo,DAR,"66,50","1 .308.000,00","65,51","932.800,00","4 20.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Lentini,DAR,"28,00","100.000.000,00","25,71","78.810.000,00","47.500.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Nicoletti,DAR,"381,00","14.100.000,00","368,91","1.679.547,00","3 40.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Olivo,DAR,"439,00","7 .010.000,00","434,78","2.496.040,00","2 10.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Paceco,DAR,"41,00","5 .633.191,00","39,57","4.110.208,00","2.100.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Piana,ENEL,,"25.000.000,00","603,56","12.330.929,00","12.330.929,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Piano del Leone,Siciliacque,,"4 .150.000,00","822,13","1.639.000,00",308.000,,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Poma,DAR,"195,60","72.300.000,00","186,88","39.610.000,00","26.678.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Pozzillo,ENEL,"356,50","56.000.000,00","345,36","5.895.054,00",895.054,,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Prizzi,ENEL,,"9 .250.000,00","630,52","3.051.261,00","1.551.261,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Rosamarina,DAR,"164,00","73.034.250,00","144,89","21.030.140,00","10.030.140,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Rubino,DAR,"178,40","4 .815.083,00","176,29","2.979.809,00","1.800.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
San Giovanni,DAR,"305,55","15.900.000,00","301,38","8.983.000,00","5.000.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Santa Rosalia,DAR,"378,50","20.000.000,00","371,93","13.020.280,00","7.698.315,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Scanzano,DAR,"517,00","8 .343.000,00","512,86","5.081.720,00","2.081.720,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Sciaguana,DAR,"255,50","6 .778.928,00","251,58","4.048.259,00","2.000.000,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Trinità,DAR,"62,00","3 .764.000,00","62,03","3.797.712,00","1.997.712,00",,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Zaffarana,DAR,"82,60","900.000,00","80,35","39.766,00",0,,,,Situazione_volumi_invasati_AdB_Sicilia_01_Apr_2024.pdf,0,,,
Invaso,,"erotseG
etnE","].m.l.s
m[
atazzirotua
atouQ","]cm[
otazzirotua
emuloV","].m.l.s
m[
atouQ","]cm[
emuloV","]cm[
irotazzilitu
rep
otten
elitu
emuloV",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
,,,,,30/12/2024,,,,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
1,Ancipa,ENEL,,"30.410.000,00","927,32","7.051.627,43",5.051.627,,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
2,Arancio,DAR,"176,50","21.912.095,00","166,54","3.525.497,00","1.517.658,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
3,Castello,DAR,"292,65","19.493.500,00","277,56","4.859.600,00","1.351.100,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
4,Cimia,DAR,"135,00","3 .060.000,00","130,76","1.014.000,00","294.000,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
5,Comunelli,DAR,"84,00",0,"86,11","100.177,00","100.177,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
6,Disueri,DAR,"150,00","246.331,00","149,98","238.047,00",138.047,,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
7,Don Sturzo / Ogliastro,CB orientale,"210,00","100.000.000,00","192,37","23.216.500,00",716.500,,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
8,Fanaco,Siciliacque,,"20.700.000,00","647,60",381.700,381.700,,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
9,Furore,DAR,"180,00","2 .130.221,00","173,40","696.904,00","259.996,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
10,Gammauta,ENEL,,"2 .000.000,00","495,11","26.746,94","26.746,94",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
11,Garcia / M. Francese,CB occidentale,"190,00","61.000.000,00","173,35","10.395.000,00","4.395.000,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
12,Gorgo,DAR,"66,50","1 .308.000,00","63,64","427.500,00",0,,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
13,Lentini,DAR,"28,00","100.000.000,00","23,74","60.942.000,00","20.887.871,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
14,Nicoletti,DAR,"381,00","11.557.067,00","370,22","2.380.329,00","1.360.329,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
15,Olivo,DAR,"439,00","4 .900.118,00","434,17","2.215.563,00","1.219.285,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
16,Paceco,DAR,"41,00","5 .633.191,00","37,16","2.188.441,00","506.570,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
17,Piana degli Albanesi,ENEL,,"25.000.000,00","599,59","5.532.957,75","3.532.957,75",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
18,Piano del Leone,Siciliacque,,"4 .150.000,00","820,70",1.232.500,232.500,,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
19,Poma,DAR,"195,60","72.300.000,00","177,87","17.272.500,00","8.922.500,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
20,Pozzillo,ENEL,"356,50","56.000.000,00","347,53","11.228.411,02",7.728.411,,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
21,Prizzi,ENEL,,"9 .250.000,00","627,72","1.641.800,58","141.800,58",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
